variant,seed,macro_auc,macro_f1_optimal,macro_f1_fixed,auc_ecg_only,auc_fused_only,auc_meta_disabled,delta_meta_auc,w_fused,auc_NORM,f1_NORM,threshold_NORM,auc_MI,f1_MI,threshold_MI,auc_STTC,f1_STTC,threshold_STTC,auc_CD,f1_CD,threshold_CD,auc_HYP,f1_HYP,threshold_HYP
demo+anthro,2030,0.9284302188647304,0.7417535184006647,0.7355781243503063,0.9259270035445409,0.9284302188647304,0.9261026972948972,0.0023275215698331797,1.0,0.949454513350234,0.8602976476236198,0.6050000190734863,0.9278078111209179,0.7381974248927039,0.5600000023841858,0.9372668724541242,0.770999115826702,0.5450000166893005,0.91979668132368,0.7593360995850622,0.6650000214576721,0.9078252160746956,0.5799373040752351,0.5
demo+anthro,2031,0.9296495495700942,0.7432000427337246,0.7415894797643459,0.9279799154249686,0.9296495495700942,0.9283607524152468,0.0012887971548473098,1.0,0.9498446571737277,0.8622871046228711,0.574999988079071,0.9283726831421006,0.7267605633802817,0.7099999785423279,0.9364370843190643,0.7696335078534031,0.5299999713897705,0.9185386736666541,0.737247353224254,0.5450000166893005,0.9150546495489245,0.6200716845878136,0.6650000214576721
demo+anthro,2032,0.9285126985170933,0.7459053645887109,0.7403730997747834,0.926918972796661,0.9285126985170933,0.9269978122389222,0.0015148862781710903,1.0,0.9486817931480991,0.8581179912237933,0.5899999737739563,0.9318303177405118,0.7441424554826617,0.7099999785423279,0.9389573511789288,0.7719928186714542,0.6349999904632568,0.9166173098063001,0.7542372881355932,0.7699999809265137,0.9064767207116271,0.6010362694300518,0.574999988079071
demo+anthro,2033,0.9262236280898893,0.7428810787018053,0.7341617562665019,0.9253833884750957,0.9262236280898893,0.9258834423726885,0.0003401857172008471,1.0,0.9481133939569748,0.8655834564254062,0.7250000238418579,0.930346425419241,0.7294776119402985,0.6200000047683716,0.9373630134242552,0.7750229568411386,0.6349999904632568,0.9136014082104545,0.7482014388489209,0.6800000071525574,0.9016938994385212,0.5961199294532628,0.6650000214576721
demo+anthro,2034,0.9298315798910002,0.7472996410080512,0.7464072137285478,0.9292433446096802,0.9298315798910002,0.9289449019055549,0.0008866779854452833,1.0,0.9481033040305052,0.8597242035187826,0.5149999856948853,0.9320244924977935,0.7388535031847133,0.6800000071525574,0.9407016230655922,0.7721866422689845,0.6050000190734863,0.9200774231454455,0.7435897435897436,0.7549999952316284,0.9082510567156646,0.6221441124780316,0.6200000047683716
demo+anthro,2035,0.9307897168846091,0.7491684741949427,0.7443212506246895,0.9294228531194773,0.9307897168846091,0.9293132053602244,0.0014765115243846605,1.0,0.9497303046737381,0.8634192932187201,0.45500001311302185,0.9331034863195058,0.7367458866544789,0.7400000095367432,0.9388005498347864,0.776536312849162,0.6800000071525574,0.9207846082407792,0.762487257900102,0.6650000214576721,0.9115296353542363,0.6066536203522505,0.7400000095367432
demo+anthro,2036,0.9307585465980341,0.7510656359976706,0.7391307482378555,0.9291801826398846,0.9307585465980341,0.9293513168552607,0.0014072297427734082,1.0,0.9523217341220291,0.861969111969112,0.5899999737739563,0.9344240953221535,0.7357798165137615,0.6650000214576721,0.9370459771298945,0.7738317757009345,0.6349999904632568,0.9205216348887457,0.7563710499490316,0.6650000214576721,0.9094792915273484,0.6273764258555133,0.7549999952316284
demo+anthro,2037,0.9280515281966153,0.7447251363649199,0.7385361326906033,0.926835973594709,0.9280515281966153,0.9266536997585796,0.0013978284380357087,1.0,0.9490130790671862,0.861812778603269,0.6949999928474426,0.9289833406884378,0.7368421052631579,0.6200000047683716,0.935856804892202,0.7667610953729934,0.6499999761581421,0.9176407736628633,0.7365328109696376,0.574999988079071,0.9087636426723866,0.621676891615542,0.800000011920929
demo+anthro,2038,0.9290184613023482,0.7399766407049084,0.7358044262634419,0.927851728892365,0.9290184613023482,0.9274830617923989,0.0015353995099492979,1.0,0.9498736657123278,0.85727969348659,0.574999988079071,0.9281718887908208,0.7265917602996255,0.6200000047683716,0.936581295774261,0.7652173913043478,0.7549999952316284,0.919160570107274,0.7514792899408284,0.5899999737739563,0.9113048861270582,0.5993150684931506,0.6349999904632568
demo+anthro,2039,0.9273461726133417,0.7467658848560393,0.735835464814906,0.9269475224797287,0.9273461726133417,0.9268530411136082,0.0004931314997335123,1.0,0.9491383623208512,0.8619662363455809,0.6650000214576721,0.9299966902030009,0.7339771729587358,0.6349999904632568,0.9370471216652532,0.7716105550500455,0.6200000047683716,0.9179025624502483,0.746772591857001,0.6800000071525574,0.9026461264273549,0.6195028680688337,0.7250000238418579
demo+anthro,2040,0.9266054514653426,0.7449324240929317,0.7322485785066655,0.9250056462559966,0.9266054514653426,0.9251137108133618,0.0014917406519807663,1.0,0.9477013886261303,0.8599703117268679,0.5,0.9252449249779346,0.7431111111111111,0.6949999928474426,0.9363386542782159,0.7626666666666667,0.6050000190734863,0.9146888385580532,0.746177370030581,0.7250000238418579,0.9090534508863795,0.612736660929432,0.6349999904632568
demo+anthro,2041,0.9292796742078842,0.7453885607094527,0.7399482471177525,0.9270196192758926,0.9292796742078842,0.9272899931262056,0.001989681081678518,1.0,0.9510878201975101,0.8609206660137121,0.6050000190734863,0.9313261253309797,0.7395833333333334,0.6499999761581421,0.9362058881766064,0.7717996289424861,0.6949999928474426,0.9156850574276941,0.7546391752577319,0.6349999904632568,0.9120934799066305,0.6,0.6200000047683716
demo+anthro,2042,0.927948537183131,0.7476206141781596,0.7323018788251991,0.9257085754273178,0.927948537183131,0.9256108332098408,0.0023377039732901395,1.0,0.9486498417142785,0.8638638638638638,0.6650000214576721,0.9231807149161517,0.7357512953367875,0.6200000047683716,0.9372073566154716,0.7678571428571429,0.6050000190734863,0.9160759637617981,0.749238578680203,0.6949999928474426,0.9146288089079552,0.6213921901528013,0.6200000047683716
demo+anthro,2043,0.9299863711650918,0.7514682924190088,0.7391006946179449,0.928079826325251,0.9299863711650918,0.9283138645412411,0.0016725066238506558,1.0,0.9493855655193578,0.8565928777670837,0.5450000166893005,0.9296778464254194,0.7399650959860384,0.5450000166893005,0.9398787021426847,0.7784986098239111,0.7099999785423279,0.9176739414730297,0.7558257345491388,0.6650000214576721,0.9133158002649674,0.6264591439688716,0.7400000095367432
